Id,SalePrice
1461,126851.567
1462,153681.0522
1463,179164.6893
1464,184681.872
1465,195607.8854
1466,183668.7941
1467,171891.983
1468,175526.8155
1469,179475.092
1470,125703.812
1471,204080.5652
1472,95790.3279
1473,100029.6455
1474,152574.0732
1475,127857.7671
1476,373437.4378
1477,249361.9452
1478,304238.5834
1479,273788.2561
1480,479591.1559
1481,304217.789
1482,207115.2457
1483,182583.9711
1484,172869.7293
1485,173861.1139
1486,199708.9736
1487,314665.9453
1488,236828.4276
1489,208851.6608
1490,212615.575
1491,191154.3534
1492,99280.8888
1493,177708.6301
1494,298698.4874
1495,289586.7538
1496,231751.4112
1497,187418.7164
1498,155335.57
1499,153147.3384
1500,160981.0365
1501,173529.1882
1502,159416.8329
1503,284123.5615
1504,231029.0907
1505,216453.8026
1506,180030.7947
1507,239549.5155
1508,194013.596
1509,160426.6625
1510,151287.0153
1511,150657.1086
1512,168197.9822
1513,147521.0996
1514,156937.6563
1515,198724.816
1516,160110.6111
1517,152938.3004
1518,134099.364
1519,225547.7491
1520,139105.4076
1521,143950.7258
1522,162591.316
1523,116514.7009
1524,122223.8338
1525,127437.4568
1526,128524.9575
1527,108447.2753
1528,127203.5778
1529,142745.0897
1530,166697.9168
1531,136860.4768
1532,107001.3374
1533,146163.8123
1534,115762.6535
1535,153761.398
1536,119392.527
1537,92059.6032
1538,169455.0636
1539,228044.34
1540,122328.2114
1541,143879.0172
1542,140225.6235
1543,198701.8374
1544,84756.4213
1545,104479.2555
1546,124580.7319
1547,136208.7679
1548,129624.8669
1549,114423.9703
1550,142186.1843
1551,119698.7826
1552,149796.0953
1553,144117.189
1554,116776.2021
1555,169252.0528
1556,98383.3878
1557,122776.7082
1558,95161.6253
1559,120151.5362
1560,148712.7362
1561,156637.9346
1562,127006.5659
1563,125419.7083
1564,161278.4295
1565,156201.1666
1566,226937.7815
1567,84217.1208
1568,221003.1891
1569,147837.1622
1570,135215.7248
1571,130599.5969
1572,143926.2735
1573,237774.8387
1574,127589.3697
1575,219655.8082
1576,230701.6513
1577,203842.4124
1578,148533.9427
1579,143243.6515
1580,188940.2767
1581,140816.0917
1582,128078.5248
1583,325990.9243
1584,240012.7519
1585,140448.595
1586,78620.73
1587,108105.7946
1588,148389.678
1589,101729.3442
1590,133688.5755
1591,105361.5715
1592,128172.9357
1593,121395.3793
1594,140819.7982
1595,130163.0967
1596,229401.5806
1597,166768.3666
1598,189710.3409
1599,189915.1841
1600,187929.0178
1601,80866.2798
1602,113176.4796
1603,98298.5085
1604,283899.2195
1605,252269.6512
1606,169638.5524
1607,170322.5977
1608,215598.6858
1609,198152.7511
1610,163683.5221
1611,151059.7603
1612,176288.7942
1613,171515.1977
1614,121947.1589
1615,88067.0377
1616,83981.0119
1617,88612.7289
1618,126327.7394
1619,134821.5778
1620,169846.8274
1621,142291.4941
1622,146600.807
1623,284070.9189
1624,218336.5265
1625,129884.9088
1626,171705.0236
1627,185686.9206
1628,278115.5695
1629,176897.1839
1630,355013.5691
1631,213105.6447
1632,246510.9233
1633,170948.0026
1634,186325.1401
1635,180709.0193
1636,165581.8743
1637,181946.5596
1638,205299.0001
1639,180375.4825
1640,244090.3048
1641,179840.9832
1642,224610.7196
1643,226200.4807
1644,226201.779
1645,183933.3601
1646,157703.3547
1647,162127.0084
1648,141855.666
1649,139639.461
1650,123210.9713
1651,123096.8504
1652,94021.7064
1653,97895.4257
1654,154734.2517
1655,148650.1792
1656,148895.5778
1657,153731.2542
1658,156719.6612
1659,134886.401
1660,152097.692
1661,447862.2847
1662,367715.6622
1663,364678.6459
1664,487127.7724
1665,311324.6475
1666,332472.3749
1667,353970.6705
1668,328155.8495
1669,299768.5702
1670,336678.6264
1671,260252.2068
1672,484558.046
1673,299354.2935
1674,252138.1507
1675,194406.2042
1676,194569.3976
1677,213917.4362
1678,487879.4369
1679,387424.5047
1680,325787.9414
1681,259505.7243
1682,308834.5834
1683,189559.5905
1684,173128.1138
1685,175268.7602
1686,169748.1801
1687,169117.3958
1688,188389.5445
1689,189156.2525
1690,185091.3261
1691,176242.8898
1692,270521.7769
1693,170932.7817
1694,183319.4262
1695,171288.1063
1696,272420.4174
1697,171639.3085
1698,337555.725
1699,325615.743
1700,244429.5205
1701,261305.2048
1702,252866.1702
1703,252762.0981
1704,287054.6662
1705,233219.1278
1706,474458.5484
1707,221007.4053
1708,216131.257
1709,270365.6961
1710,222916.3846
1711,273773.6598
1712,251384.0359
1713,265285.0047
1714,218596.5577
1715,202591.985
1716,180408.8537
1717,164471.6699
1718,135014.4143
1719,207755.6012
1720,249608.6412
1721,166602.1564
1722,128071.355
1723,158388.4599
1724,211528.8792
1725,229616.6512
1726,193777.9212
1727,175980.8872
1728,185232.562
1729,164469.4883
1730,163025.7551
1731,124296.6006
1732,131673.6075
1733,125356.9887
1734,132207.2919
1735,133967.8849
1736,118620.8523
1737,336441.1573
1738,216424.594
1739,284521.74
1740,211449.4587
1741,188341.8047
1742,172412.9949
1743,174947.6434
1744,298985.7587
1745,221179.171
1746,250312.0882
1747,214238.0269
1748,215139.3531
1749,163231.8994
1750,145966.6324
1751,222830.6744
1752,123212.6093
1753,146981.1674
1754,200542.3681
1755,168132.3107
1756,123993.014
1757,120340.045
1758,152056.6785
1759,165679.0084
1760,161968.9882
1761,151897.5313
1762,179792.9588
1763,172171.417
1764,120340.1474
1765,179641.7827
1766,170554.259
1767,207317.5366
1768,142405.9107
1769,166258.4177
1770,144518.4308
1771,136491.1258
1772,142993.2916
1773,142414.8524
1774,138510.5613
1775,132727.1866
1776,122086.3951
1777,118581.0158
1778,134178.0036
1779,120027.9525
1780,174234.2331
1781,130498.8525
1782,103181.7184
1783,134019.428
1784,103951.3261
1785,117386.8174
1786,158666.7568
1787,170444.9308
1788,66571.1593
1789,97250.9127
1790,93685.64
1791,182610.8904
1792,154127.9075
1793,144819.2923
1794,141824.1686
1795,139234.9407
1796,132128.246
1797,118523.3141
1798,126037.0579
1799,114882.2623
1800,129307.3143
1801,129269.1157
1802,145700.0966
1803,152608.3798
1804,141965.8767
1805,136187.6365
1806,117013.4415
1807,138903.8906
1808,121466.3296
1809,125829.3397
1810,147044.3482
1811,114664.1081
1812,111201.3895
1813,120955.8548
1814,102287.4662
1815,65990.4892
1816,104614.4059
1817,134130.2696
1818,141424.316
1819,120801.9867
1820,87268.4292
1821,123121.4074
1822,155428.402
1823,64879.2062
1824,136544.6859
1825,139058.9421
1826,104929.4059
1827,110435.5629
1828,134451.2641
1829,115785.0648
1830,139565.1073
1831,157215.1675
1832,119862.8683
1833,143887.2921
1834,133268.8047
1835,153007.4589
1836,129557.8849
1837,101470.5779
1838,132415.6418
1839,92742.7938
1840,165918.1442
1841,145459.6384
1842,95130.5851
1843,142494.1204
1844,139374.5585
1845,147176.6805
1846,154962.3017
1847,161339.7017
1848,67073.7316
1849,119240.7946
1850,129780.9844
1851,153560.604
1852,127569.0097
1853,140324.7759
1854,167544.902
1855,163783.5261
1856,219121.7911
1857,187911.1637
1858,143278.2507
1859,121150.4544
1860,152804.502
1861,120995.647
1862,281289.3753
1863,275947.2446
1864,275997.3946
1865,333423.0825
1866,328538.1547
1867,240247.7319
1868,304996.2715
1869,198359.2799
1870,241227.2438
1871,257316.3745
1872,172208.1694
1873,227940.1965
1874,138593.0365
1875,204377.9513
1876,195509.7289
1877,212144.6568
1878,210581.3724
1879,132803.7704
1880,136151.762
1881,246175.2855
1882,255965.003
1883,199963.1691
1884,217368.0028
1885,253187.4858
1886,301152.6948
1887,206773.745
1888,274388.7278
1889,168245.9134
1890,133696.3351
1891,143196.9265
1892,113112.8693
1893,134742.2573
1894,130551.1611
1895,148918.1863
1896,125063.7584
1897,122329.5229
1898,114240.4118
1899,141995.6238
1900,135948.314
1901,165258.2431
1902,143443.294
1903,207010.5933
1904,139393.8433
1905,182570.4649
1906,152234.1706
1907,201778.9393
1908,119523.1704
1909,134680.2404
1910,126957.0488
1911,195159.609
1912,273931.5968
1913,149610.4632
1914,69980.6619
1915,334738.0757
1916,76163.6306
1917,255099.3867
1918,136902.5815
1919,160873.8056
1920,166995.4678
1921,413555.3213
1922,329933.5524
1923,201679.8776
1924,221238.4926
1925,224310.9491
1926,378778.9407
1927,137882.7052
1928,157680.039
1929,125923.2678
1930,136278.5225
1931,141447.8273
1932,141593.1696
1933,179102.4
1934,180021.6789
1935,176521.6922
1936,188676.1605
1937,181986.8181
1938,175970.643
1939,253833.9496
1940,195119.1977
1941,177245.6693
1942,191056.274
1943,197622.8877
1944,324686.9052
1945,365303.0854
1946,163778.8832
1947,310906.7462
1948,169425.2416
1949,238369.2458
1950,178849.5956
1951,260239.6851
1952,228587.9601
1953,168090.36
1954,195192.8458
1955,131223.1567
1956,281376.3327
1957,166632.4301
1958,309053.0821
1959,142574.0526
1960,117284.6151
1961,121767.0179
1962,94337.3274
1963,102745.6002
1964,113270.2459
1965,148873.282
1966,147188.8515
1967,296336.4973
1968,421271.745
1969,376667.7421
1970,417323.1093
1971,416706.8161
1972,354176.6834
1973,272035.6315
1974,322238.6302
1975,482851.9642
1976,277147.1411
1977,362675.1283
1978,350178.5049
1979,327098.1778
1980,196183.6462
1981,337330.2824
1982,232776.0548
1983,220080.352
1984,168733.3605
1985,216333.7828
1986,215784.5123
1987,182109.9476
1988,179608.0738
1989,190919.7459
1990,221552.8651
1991,220114.6658
1992,215456.334
1993,173324.3383
1994,241090.6824
1995,182444.6436
1996,256836.6625
1997,314999.6639
1998,343084.7153
1999,256115.0248
2000,299382.2654
2001,273206.445
2002,243143.5142
2003,255088.497
2004,268064.0517
2005,230203.4685
2006,221751.5075
2007,248982.9812
2008,208848.742
2009,196769.818
2010,190992.1089
2011,141017.4051
2012,178642.2331
2013,182749.5068
2014,192151.7787
2015,197166.8312
2016,198713.0786
2017,202530.2453
2018,127377.0097
2019,132399.6726
2020,118473.0557
2021,116830.4182
2022,175798.1763
2023,153401.5438
2024,241791.5485
2025,344836.426
2026,183893.7117
2027,155732.3627
2028,154445.5097
2029,172986.9276
2030,274948.1615
2031,236615.0474
2032,257398.0752
2033,260628.2042
2034,164412.0293
2035,204814.2392
2036,184963.1764
2037,190341.6149
2038,293134.1032
2039,208423.8538
2040,352889.5354
2041,271279.9409
2042,204276.9914
2043,165159.1226
2044,169941.855
2045,214469.6639
2046,137700.8586
2047,151001.7584
2048,134685.8273
2049,136729.7248
2050,177083.7635
2051,109764.5021
2052,136649.5034
2053,143629.725
2054,90531.1337
2055,161374.2878
2056,136226.5165
2057,127204.3361
2058,226266.6425
2059,139747.4204
2060,158581.4459
2061,172833.7744
2062,137668.3017
2063,115187.8052
2064,138742.6714
2065,119150.1358
2066,176898.3214
2067,136778.8096
2068,142126.4584
2069,86845.5794
2070,109191.1102
2071,102675.5917
2072,136941.3562
2073,140308.8523
2074,173324.4951
2075,145921.5861
2076,121087.6127
2077,148097.3619
2078,130745.6097
2079,131777.5595
2080,117488.2279
2081,123515.0537
2082,133929.1182
2083,141915.2587
2084,112252.8732
2085,134294.3078
2086,123450.1662
2087,122772.1163
2088,109391.0902
2089,93778.2366
2090,134507.3583
2091,123757.2541
2092,130911.3324
